,version,id,key,name,title,blurb,image,partype,attack,defense,magic,difficulty,tag1,tag2,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed
107,9.2.1,Swain,50,Swain,the Noxian Grand General,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...","{'full': 'Swain.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 336, 'y': 48, 'w': 48, 'h': 48}",Mana,2,6,9,8,Mage,Fighter,525.0,90.0,468.0,28.5,335.0,22.72,4.0,30.0,0.5,550.0,7.0,0.65,8.0,0.8,0.0,0.0,58.0,2.7,2.11,0.625
108,9.2.1,Sylas,517,Sylas,the Unshackled,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...","{'full': 'Sylas.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 384, 'y': 48, 'w': 48, 'h': 48}",Mana,3,4,8,5,Mage,Assassin,585.0,85.0,280.0,50.0,340.0,32.0,3.0,36.1,0.5,175.0,9.5,1.0,7.0,0.8,0.0,0.0,55.04,3.0,3.5,0.645
109,9.2.1,Syndra,134,Syndra,the Dark Sovereign,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...","{'full': 'Syndra.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 432, 'y': 48, 'w': 48, 'h': 48}",Mana,2,3,9,8,Mage,Support,523.0,90.0,480.0,30.0,330.0,24.712,3.4,30.0,0.5,550.0,6.5,0.6,8.0,0.8,0.0,0.0,53.872,2.9,2.0,0.625
110,9.2.1,TahmKench,223,Tahm Kench,the River King,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...","{'full': 'TahmKench.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 0, 'y': 96, 'w': 48, 'h': 48}",Mana,3,9,6,5,Support,Tank,540.0,102.0,325.0,40.0,335.0,47.0,3.5,32.1,1.25,175.0,6.5,0.55,8.0,1.0,0.0,0.0,56.0,3.2,2.5,0.658
111,9.2.1,Taliyah,163,Taliyah,the Stoneweaver,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...","{'full': 'Taliyah.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 48, 'y': 96, 'w': 48, 'h': 48}",Mana,1,7,8,5,Mage,Support,532.0,90.0,425.0,30.0,335.0,20.0,3.5,30.0,0.5,525.0,7.0,0.7,9.335,0.85,0.0,0.0,58.0,3.3,1.36,0.625
112,9.2.1,Talon,91,Talon,the Blade's Shadow,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...","{'full': 'Talon.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 96, 'y': 96, 'w': 48, 'h': 48}",Mana,9,3,1,7,Assassin,Fighter,588.0,95.0,377.2,37.0,335.0,30.0,3.5,39.0,1.25,125.0,8.5,0.75,7.6,0.8,0.0,0.0,68.0,3.1,2.9,0.625
113,9.2.1,Taric,44,Taric,the Shield of Valoran,"Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...","{'full': 'Taric.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 144, 'y': 96, 'w': 48, 'h': 48}",Mana,4,8,5,3,Support,Fighter,575.0,90.0,300.0,60.0,340.0,40.0,3.4,32.1,1.25,150.0,6.0,0.5,8.5,0.8,0.0,0.0,55.0,3.5,2.0,0.625
114,9.2.1,Teemo,17,Teemo,the Swift Scout,"Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...","{'full': 'Teemo.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 192, 'y': 96, 'w': 48, 'h': 48}",Mana,5,3,7,6,Marksman,Assassin,528.0,90.0,334.0,20.0,330.0,24.3,3.75,30.0,0.5,500.0,5.5,0.65,9.6,0.45,0.0,0.0,54.0,3.0,3.38,0.69
115,9.2.1,Thresh,412,Thresh,the Chain Warden,"Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he sought a power greater than life or death, and now sustains himself by tormenting and breaking others with slow...","{'full': 'Thresh.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 240, 'y': 96, 'w': 48, 'h': 48}",Mana,5,6,6,7,Support,Fighter,560.52,93.0,273.92,44.0,335.0,28.0,0.0,30.0,0.5,450.0,7.0,0.55,6.0,0.8,0.0,0.0,56.0,2.2,3.5,0.625
116,9.2.1,Tristana,18,Tristana,the Yordle Gunner,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...","{'full': 'Tristana.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 288, 'y': 96, 'w': 48, 'h': 48}",Mana,9,3,5,4,Marksman,Assassin,559.0,88.0,246.76,32.0,325.0,26.0,3.0,30.0,0.5,525.0,3.75,0.65,7.206,0.45,0.0,0.0,61.0,3.11,1.5,0.656
117,9.2.1,Trundle,48,Trundle,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...","{'full': 'Trundle.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 336, 'y': 96, 'w': 48, 'h': 48}",Mana,7,6,2,5,Fighter,Tank,616.28,96.0,281.6,45.0,350.0,37.0,2.7,32.1,1.25,175.0,6.0,0.75,7.508,0.6,0.0,0.0,68.0,3.0,2.9,0.67
118,9.2.1,Tryndamere,23,Tryndamere,the Barbarian King,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...","{'full': 'Tryndamere.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 384, 'y': 96, 'w': 48, 'h': 48}",Fury,10,5,2,5,Fighter,Assassin,625.64,98.0,100.0,0.0,345.0,33.0,3.1,32.1,1.25,125.0,8.5,0.9,0.0,0.0,0.0,0.0,69.0,3.7,2.9,0.67
119,9.2.1,TwistedFate,4,Twisted Fate,the Card Master,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...","{'full': 'TwistedFate.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 432, 'y': 96, 'w': 48, 'h': 48}",Mana,6,2,6,9,Mage,,534.0,94.0,333.0,19.0,335.0,20.542,3.15,30.0,0.5,525.0,5.5,0.6,8.0,0.8,0.0,0.0,49.954,3.3,3.22,0.651
120,9.2.1,Twitch,29,Twitch,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...","{'full': 'Twitch.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 0, 'y': 0, 'w': 48, 'h': 48}",Mana,9,2,3,6,Marksman,Assassin,582.0,84.0,287.2,40.0,330.0,27.0,3.0,30.0,0.5,550.0,3.75,0.6,7.256,0.45,0.0,0.0,59.0,3.11,3.38,0.679
121,9.2.1,Udyr,77,Udyr,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...","{'full': 'Udyr.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 48, 'y': 0, 'w': 48, 'h': 48}",Mana,8,7,4,7,Fighter,Tank,593.32,99.0,270.4,30.0,345.0,34.0,4.0,32.1,1.25,125.0,6.0,0.75,7.506,0.45,0.0,0.0,66.0,5.0,2.67,0.658
122,9.2.1,Urgot,6,Urgot,the Dreadnought,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...","{'full': 'Urgot.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 96, 'y': 0, 'w': 48, 'h': 48}",Mana,8,5,3,8,Fighter,Marksman,585.0,88.0,300.0,45.0,330.0,36.0,4.25,32.1,1.25,350.0,7.5,0.7,7.25,0.6,0.0,0.0,63.0,4.0,3.75,0.625
123,9.2.1,Varus,110,Varus,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...","{'full': 'Varus.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 144, 'y': 0, 'w': 48, 'h': 48}",Mana,7,3,4,2,Marksman,Mage,499.0,89.0,360.48,33.0,330.0,27.0,3.4,30.0,0.5,575.0,3.5,0.55,7.34,0.8,0.0,0.0,59.0,3.11,3.0,0.658
124,9.2.1,Vayne,67,Vayne,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...","{'full': 'Vayne.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 192, 'y': 0, 'w': 48, 'h': 48}",Mana,10,1,1,8,Marksman,Assassin,515.0,89.0,231.8,35.0,330.0,23.0,3.4,30.0,0.5,550.0,3.5,0.55,6.972,0.4,0.0,0.0,60.0,2.36,3.3,0.658
125,9.2.1,Veigar,45,Veigar,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...","{'full': 'Veigar.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 240, 'y': 0, 'w': 48, 'h': 48}",Mana,2,2,10,7,Mage,,505.0,94.0,490.0,26.0,340.0,22.55,3.75,30.0,0.5,550.0,6.5,0.6,8.0,0.8,0.0,0.0,50.71,2.625,2.24,0.625
126,9.2.1,Velkoz,161,Vel'Koz,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...","{'full': 'Velkoz.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 288, 'y': 0, 'w': 48, 'h': 48}",Mana,2,2,10,8,Mage,,520.0,88.0,469.0,21.0,340.0,21.88,3.5,30.0,0.5,525.0,5.5,0.55,8.0,0.8,0.0,0.0,54.9379,3.1416,1.36,0.625
127,9.2.1,Vi,254,Vi,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...","{'full': 'Vi.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 336, 'y': 0, 'w': 48, 'h': 48}",Mana,8,5,3,4,Fighter,Assassin,585.0,85.0,295.0,45.0,340.0,30.0,4.0,32.1,1.25,125.0,10.0,1.0,8.0,0.65,0.0,0.0,64.0,3.5,2.5,0.644
128,9.2.1,Viktor,112,Viktor,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...","{'full': 'Viktor.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 384, 'y': 0, 'w': 48, 'h': 48}",Mana,2,4,10,9,Mage,,528.04,90.0,405.0,25.0,335.0,22.72,4.0,30.0,0.5,525.0,8.0,0.65,8.0,0.8,0.0,0.0,52.04,3.0,2.11,0.658
129,9.2.1,Vladimir,8,Vladimir,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...","{'full': 'Vladimir.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 432, 'y': 0, 'w': 48, 'h': 48}",Crimson Rush,2,6,8,7,Mage,Tank,537.0,96.0,2.0,0.0,330.0,23.0,3.3,30.0,0.5,450.0,7.0,0.6,0.0,0.0,0.0,0.0,55.0,3.0,2.0,0.658
130,9.2.1,Volibear,106,Volibear,the Thunder's Roar,"The thunderous demigod known as the Thousand-Pierced Bear is the battle-spirit of the Freljord. Thousands of years of constant and bitter wars, fought in the coldest winters, have hardened Volibear into a truly indomitable force, hurling bolts of...","{'full': 'Volibear.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 0, 'y': 48, 'w': 48, 'h': 48}",Mana,7,7,4,3,Fighter,Tank,584.48,86.0,270.4,30.0,345.0,35.0,3.5,32.1,1.25,125.0,8.0,0.65,8.092,0.65,0.0,0.0,68.0,3.3,2.67,0.658
131,9.2.1,Warwick,19,Warwick,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...","{'full': 'Warwick.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 48, 'y': 48, 'w': 48, 'h': 48}",Mana,9,5,3,3,Fighter,Tank,550.0,85.0,280.0,35.0,335.0,33.0,3.2,32.1,1.25,125.0,4.0,0.75,7.466,0.575,0.0,0.0,65.0,3.0,2.3,0.638
132,9.2.1,Xayah,498,Xayah,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...","{'full': 'Xayah.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 96, 'y': 48, 'w': 48, 'h': 48}",Mana,10,6,1,5,Marksman,,561.0,86.0,340.0,40.0,325.0,28.0,3.0,30.0,0.5,525.0,3.25,0.75,8.25,0.75,0.0,0.0,60.0,2.9,3.3,0.625
133,9.2.1,Xerath,101,Xerath,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...","{'full': 'Xerath.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 144, 'y': 48, 'w': 48, 'h': 48}",Mana,1,3,10,8,Mage,Assassin,526.0,92.0,459.0,22.0,340.0,21.88,3.5,30.0,0.5,525.0,5.5,0.55,8.0,0.8,0.0,0.0,54.7,3.0,1.36,0.625
134,9.2.1,XinZhao,5,Xin Zhao,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...","{'full': 'XinZhao.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 192, 'y': 48, 'w': 48, 'h': 48}",Mana,8,6,3,2,Fighter,Assassin,570.0,92.0,273.8,35.0,345.0,35.0,3.5,32.1,1.25,175.0,8.0,0.7,7.256,0.45,0.0,0.0,66.0,3.0,3.5,0.645
135,9.2.1,Yasuo,157,Yasuo,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...","{'full': 'Yasuo.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 240, 'y': 48, 'w': 48, 'h': 48}",Flow,8,4,4,10,Fighter,Assassin,523.0,87.0,100.0,0.0,345.0,30.0,3.4,30.0,1.25,175.0,6.5,0.9,0.0,0.0,0.0,0.0,63.0,3.2,2.5,0.697
136,9.2.1,Yorick,83,Yorick,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...","{'full': 'Yorick.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 288, 'y': 48, 'w': 48, 'h': 48}",Mana,6,6,4,6,Fighter,Tank,580.0,100.0,300.0,40.0,340.0,39.0,4.0,32.0,1.25,175.0,8.0,0.8,7.5,0.75,0.0,0.0,62.0,5.0,2.0,0.625
137,9.2.1,Zac,154,Zac,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...","{'full': 'Zac.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 336, 'y': 48, 'w': 48, 'h': 48}",None,3,7,7,8,Tank,Fighter,615.0,95.0,0.0,0.0,340.0,33.0,3.5,32.0,1.25,175.0,8.0,0.5,0.0,0.0,0.0,0.0,60.0,3.4,1.6,0.736
138,9.2.1,Zed,238,Zed,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...","{'full': 'Zed.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 384, 'y': 48, 'w': 48, 'h': 48}",Energy,9,2,1,7,Assassin,Fighter,584.0,85.0,200.0,0.0,345.0,32.0,3.5,32.1,1.25,125.0,7.0,0.65,50.0,0.0,0.0,0.0,63.0,3.4,2.1,0.651
139,9.2.1,Ziggs,115,Ziggs,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...","{'full': 'Ziggs.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 432, 'y': 48, 'w': 48, 'h': 48}",Mana,2,4,9,4,Mage,,536.0,92.0,480.0,23.5,325.0,21.544,3.3,30.0,0.5,550.0,6.5,0.6,8.0,0.8,0.0,0.0,54.208,3.1,2.0,0.656
140,9.2.1,Zilean,26,Zilean,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...","{'full': 'Zilean.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 0, 'y': 96, 'w': 48, 'h': 48}",Mana,2,5,8,6,Support,Mage,504.0,82.0,452.0,30.0,335.0,24.0,3.8,30.0,0.5,550.0,5.5,0.5,11.335,0.8,0.0,0.0,51.64,3.0,2.13,0.625
141,9.2.1,Zoe,142,Zoe,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...","{'full': 'Zoe.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 48, 'y': 96, 'w': 48, 'h': 48}",Mana,1,7,8,5,Mage,Support,560.0,92.0,425.0,25.0,340.0,20.8,3.5,30.0,0.5,550.0,6.5,0.6,8.0,0.65,0.0,0.0,58.0,3.3,2.5,0.625
142,9.2.1,Zyra,143,Zyra,Rise of the Thorns,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...","{'full': 'Zyra.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 96, 'y': 96, 'w': 48, 'h': 48}",Mana,4,3,8,7,Mage,Support,504.0,79.0,418.0,25.0,340.0,29.0,3.0,30.0,0.5,575.0,5.5,0.5,13.0,0.4,0.0,0.0,53.376,3.2,2.11,0.625
